RefSeq Predicted Protein ID [e.g. XP_001720922]	Associated Gene Name
XP_006524824	Gm7168
XP_011244866	Gm7168
XP_011244867	Gm7168
XP_006524826	Gm7168
XP_006515023	Dtnb
XP_006515024	Dtnb
XP_011242115	Dtnb
XP_006515021	Dtnb
XP_011242116	Dtnb
XP_006515022	Dtnb
XP_006534488	Cep112
XP_006534486	Cep112
XP_006534487	Cep112
XP_011247602	Cep112
XP_006510253	Sept7
XP_006510254	Sept7
XP_006510255	Sept7
XP_011246064	Prame
XP_011246066	Prame
XP_011246065	Prame
XP_006510804	Dennd4a
XP_006510808	Dennd4a
XP_006510806	Dennd4a
XP_006510807	Dennd4a
XP_006510805	Dennd4a
XP_011240955	Dennd4a
XP_011240954	Dennd4a
XP_011240953	Dennd4a
XP_006523977	Ralbp1
XP_006523978	Ralbp1
XP_006540047	AU018091
XP_006508362	Prss23
XP_006508365	Prss23
XP_006508366	Prss23
XP_006508367	Prss23
XP_011240238	Prss23
XP_006508368	Prss23
XP_006508990	Spag11a
XP_006528164	Rgag4
XP_006527658	Kdm6a
XP_006527660	Kdm6a
XP_006527663	Kdm6a
XP_006527661	Kdm6a
XP_006527657	Kdm6a
XP_006527659	Kdm6a
XP_006527662	Kdm6a
XP_006511190	Fam214a
XP_006511189	Fam214a
XP_011242989	BC147527
XP_006517795	BC147527
XP_011242990	BC147527
XP_006531323	Herpud1
XP_011245167	Zbtb7c
XP_006525800	Zbtb7c
XP_011240900	Arhgef12
XP_011240899	Arhgef12
XP_006510649	Arhgef12
XP_006511637	Ice2
XP_006511638	Ice2
XP_006511636	Ice2
XP_006516849	Fam217a
XP_006516845	Fam217a
XP_006516846	Fam217a
XP_006516847	Fam217a
XP_006516848	Fam217a
XP_006516165	Gpr132
XP_006516166	Gpr132
XP_006527755	Cypt1
XP_006525107	Klc4
XP_011244990	Klc4
XP_011244991	Klc4
XP_006525106	Klc4
XP_006526133	Ccdc68
XP_006526134	Ccdc68
XP_006526137	Ccdc68
XP_006526139	Ccdc68
XP_011245273	Ccdc68
XP_006526138	Ccdc68
XP_011245274	Ccdc68
XP_011240690	Cnn1
XP_006515666	Ppm1a
XP_011242398	Cep170b
XP_006515829	Cep170b
XP_006515830	Cep170b
XP_006536252	5830411N06Rik
XP_006536249	5830411N06Rik
XP_006510944	Scg3
XP_011238510	Gar1
XP_006531903	1810055G02Rik
XP_006531904	1810055G02Rik
XP_006526116	Tmem241
XP_011245266	Tmem241
XP_006526118	Tmem241
XP_006526119	Tmem241
XP_006526121	Tmem241
XP_006526126	Tmem241
XP_011245269	Tmem241
XP_006519547	Micu2
XP_006517505	Spata9
XP_006517506	Spata9
XP_006527296	Ankrd2
XP_006527297	Ankrd2
XP_006542887	Gm3250
XP_006514414	Gm3250
XP_006513997	Gm20765
XP_011244657	Prdm9
XP_006524051	Prdm9
XP_006527169	Olfr1440
XP_006525088	Ttc27
XP_006515572	Acot3
XP_006515571	Acot3
XP_006519637	Arhgef3
XP_006519638	Arhgef3
XP_006519642	Arhgef3
XP_006519639	Arhgef3
XP_006519643	Arhgef3
XP_011237473	C8g
XP_006501624	Cxxc4
XP_006501626	Cxxc4
XP_006501627	Cxxc4
XP_006501629	Cxxc4
XP_006501631	Cxxc4
XP_011240784	Tmem45b
XP_006510535	Ccdc84
XP_011248985	Zfp329
XP_006540378	Zfp329
XP_011248984	Zfp329
XP_006540382	Zfp329
XP_006537871	Coq3
XP_006529145	Alppl2
XP_011246206	Alppl2
XP_011246205	Alppl2
XP_011246207	Alppl2
XP_011246204	Alppl2
XP_006532239	AF251705
XP_011245553	Olfr1461
XP_011243472	Dock5
XP_006526191	Rnf14
XP_006526188	Rnf14
XP_006526187	Rnf14
XP_006526185	Rnf14
XP_006526186	Rnf14
XP_006526184	Rnf14
XP_006526190	Rnf14
XP_006526189	Rnf14
XP_006514005	Zfp280b
XP_006514006	Zfp280b
XP_006520043	Mroh2b
XP_011243629	Mroh2b
XP_006523004	Kcne1
XP_011242704	Ror2
XP_006512810	Samd3
XP_006512804	Samd3
XP_006512805	Samd3
XP_006512807	Samd3
XP_011241475	Samd3
XP_006512806	Samd3
XP_006510373	Nxpe4
XP_011240823	Nxpe4
XP_006510374	Nxpe4
XP_011240824	Nxpe4
XP_006510378	Nxpe4
XP_011240825	Nxpe4
XP_011240826	Nxpe4
XP_011240827	Nxpe4
XP_011240828	Nxpe4
XP_006510382	Nxpe4
XP_006510386	Nxpe4
XP_011240829	Nxpe4
XP_011240830	Nxpe4
XP_006510388	Nxpe4
XP_011244816	Ccdc78
XP_011244819	Ccdc78
XP_011244817	Ccdc78
XP_006514392	Misp
XP_006514393	Misp
XP_006514391	Misp
XP_006514394	Misp
XP_006514396	Misp
XP_006514395	Misp
XP_006518113	Flnb
XP_006516337	Rps6ka5
XP_006516338	Rps6ka5
XP_006499225	Ube2e3
XP_006499226	Ube2e3
XP_006499224	Ube2e3
XP_001473308	Gm10591
XP_001473444	Gm10591
XP_006540058	Map4k1
XP_006540060	Map4k1
XP_006540059	Map4k1
XP_006540061	Map4k1
XP_006540062	Map4k1
XP_006540063	Map4k1
XP_006510033	Cryab
XP_011240692	Cryab
XP_006527379	Fbxl15
XP_006543383	Gm7735
XP_006523194	Gm7735
XP_006523187	Gm7735
XP_006540393	Pdcd2l
XP_011240700	Htr3a
XP_006532368	Irgm1
XP_011247066	Irgm1
XP_006537523	Irgm1
XP_006522571	Ppm1f
XP_006526879	Dtx4
XP_006540679	Fut1
XP_006518430	Abhd4
XP_011245466	Pdcd4
XP_011245465	Pdcd4
XP_006526825	Pdcd4
XP_006513433	Prf1
XP_006543328	Rps26
XP_006506547	Bcl2l14
XP_006527082	Plekhs1
XP_006527083	Plekhs1
XP_006527086	Plekhs1
XP_006527081	Plekhs1
XP_006507939	Olfr683
XP_006500290	Zfp661
XP_011238090	Zfp661
XP_006527010	Patl1
XP_006522424	Mefv
XP_011244252	Mefv
XP_006503855	Nrbp1
XP_006503857	Nrbp1
XP_006503856	Nrbp1
XP_006507469	Mgmt
XP_006507472	Mgmt
XP_006507473	Mgmt
XP_006515649	Prkd1
XP_006515650	Prkd1
XP_006515651	Prkd1
XP_011242319	Prkd1
XP_006515653	Prkd1
XP_006515654	Prkd1
XP_006521429	Tatdn1
XP_006521428	Tatdn1
XP_011246930	Banf1
XP_006514504	Tbc1d10a
XP_006530911	Zfp90
XP_006530912	Zfp90
XP_006530913	Zfp90
XP_006517360	Cts7
XP_006526012	Sap130
XP_006526013	Sap130
XP_006526014	Sap130
XP_006526015	Sap130
XP_006526017	Sap130
XP_006526016	Sap130
XP_006507982	Fam168a
XP_011240131	Fam168a
XP_006507985	Fam168a
XP_006507983	Fam168a
XP_006516078	Dcaf5
XP_006527357	Carnmt1
XP_006527358	Carnmt1
XP_006510321	Zbtb16
XP_006513905	Tmprss9
XP_006513906	Tmprss9
XP_006513907	Tmprss9
XP_006513908	Tmprss9
XP_006507521	Ptpre
XP_011240000	Ptpre
XP_006507524	Ptpre
XP_006507523	Ptpre
XP_006524912	Mtcl1
XP_006524913	Mtcl1
XP_006524914	Mtcl1
XP_006524915	Mtcl1
XP_006524916	Mtcl1
XP_006524918	Mtcl1
XP_006524919	Mtcl1
XP_011244889	Mtcl1
XP_006509222	Nek5
XP_006509223	Nek5
XP_006509217	Nek5
XP_011240445	Nek5
XP_006509218	Nek5
XP_011240446	Nek5
XP_011240447	Nek5
XP_011243330	Arl11
XP_006531772	Rin1
XP_006531773	Rin1
XP_006531776	Rin1
XP_006531777	Rin1
XP_006531778	Rin1
XP_006531779	Rin1
XP_006531782	Rin1
XP_006528613	Nrk
XP_011246977	Adra1b
XP_006506471	Nagk
XP_006506472	Nagk
XP_006506473	Nagk
XP_006506470	Nagk
XP_006501286	Sort1
XP_006501287	Sort1
XP_006518515	Anxa7
XP_006518516	Anxa7
XP_006508028	Dock1
XP_006510318	Tmem136
XP_011240788	Tmem136
XP_006510319	Tmem136
XP_006519347	Extl3
XP_006519349	Extl3
XP_006519348	Extl3
XP_006516221	Ccdc85c
XP_006516222	Ccdc85c
XP_006516223	Ccdc85c
XP_006516224	Ccdc85c
XP_011242317	Pgf
XP_011242318	Pgf
XP_006515648	Pgf
XP_006539691	Lilra6
XP_006539695	Lilra6
XP_006539693	Lilra6
XP_006539692	Lilra6
XP_006519603	Ipo5
XP_006519600	Ipo5
XP_006519601	Ipo5
XP_006519602	Ipo5
XP_006519604	Ipo5
XP_006510430	Olfr874
XP_003689009	Gm21447
XP_006500378	Ttll9
XP_011238123	Ttll9
XP_011238124	Ttll9
XP_006500381	Ttll9
XP_006500383	Ttll9
XP_006500384	Ttll9
XP_011241671	B4galnt1
XP_006513282	B4galnt1
XP_011241034	Fam63b
XP_011241035	Fam63b
XP_011241036	Fam63b
XP_011241037	Fam63b
XP_011241038	Fam63b
XP_006511180	Fam63b
XP_006520896	Tbc1d22a
XP_006538921	Oog4
XP_006543302	Rpl17
XP_006521674	Rpl17
XP_006526059	Rpl17
XP_006527306	Sorcs1
XP_011245610	Sorcs1
XP_006527307	Sorcs1
XP_006540338	Zfp110
XP_006516390	Zc3h14
XP_006516391	Zc3h14
XP_006516394	Zc3h14
XP_006516392	Zc3h14
XP_006516393	Zc3h14
XP_006515884	Akap6
XP_006515885	Akap6
XP_006515887	Akap6
XP_006515888	Akap6
XP_006515889	Akap6
XP_006515890	Akap6
XP_006515892	Akap6
XP_006515891	Akap6
XP_006509912	Trpc6
XP_011240661	Trpc6
XP_011240662	Trpc6
XP_006509913	Trpc6
XP_006511415	Sltm
XP_006511412	Sltm
XP_006511413	Sltm
XP_006511414	Sltm
XP_006511416	Sltm
XP_006511417	Sltm
XP_006511418	Sltm
XP_011241088	Sltm
XP_006533571	Ulk2
XP_006533572	Ulk2
XP_006506850	Brpf1
XP_006506851	Brpf1
XP_006506849	Brpf1
XP_006506848	Brpf1
XP_006506845	Brpf1
XP_006506846	Brpf1
XP_006506847	Brpf1
XP_006519422	Xpo7
XP_006519423	Xpo7
XP_006519424	Xpo7
XP_011243434	Xpo7
XP_006537679	Gabrr2
XP_006527295	Poll
XP_011245603	Poll
XP_011236803	Cxcr1
XP_011236805	Cxcr1
XP_011236804	Cxcr1
XP_006512800	Bves
XP_006512799	Bves
XP_006514763	Myo1g
XP_006514764	Myo1g
XP_006514765	Myo1g
XP_006532455	Havcr1
XP_011247085	Havcr1
XP_006532456	Havcr1
XP_006498833	Gcg
XP_011248188	AC140325.4
XP_006523441	Ankrd66
XP_006523440	Ankrd66
XP_011249378	Gm20897
XP_006536311	Ano9
XP_006536313	Ano9
XP_006515720	Wdr25
XP_011242356	Wdr25
XP_006515723	Wdr25
XP_011242357	Wdr25
XP_006515721	Wdr25
XP_006500428	Abhd12
XP_006500429	Abhd12
XP_006500430	Abhd12
XP_011242528	Exd2
XP_006516477	Exd2
XP_006516478	Exd2
XP_006526243	Cxxc5
XP_006526239	Cxxc5
XP_006526240	Cxxc5
XP_006526241	Cxxc5
XP_006526242	Cxxc5
XP_006526244	Cxxc5
XP_006503471	Ttc4
XP_006522527	Sec14l5
XP_006522525	Sec14l5
XP_006522526	Sec14l5
XP_006534728	Pnma5
XP_006534727	Pnma5
XP_011245928	Pnma5
XP_011245927	Pnma5
XP_011242372	Sipa1l1
XP_011242373	Sipa1l1
XP_011242374	Sipa1l1
XP_011242362	Sipa1l1
XP_011242363	Sipa1l1
XP_006515747	Sipa1l1
XP_011242364	Sipa1l1
XP_011242365	Sipa1l1
XP_011242366	Sipa1l1
XP_011242367	Sipa1l1
XP_011242368	Sipa1l1
XP_011242369	Sipa1l1
XP_011242370	Sipa1l1
XP_011242371	Sipa1l1
XP_006534208	Mfsd11
XP_006534209	Mfsd11
XP_006534211	Mfsd11
XP_006534210	Mfsd11
XP_006534212	Mfsd11
XP_006534207	Mfsd11
XP_006534205	Mfsd11
XP_006534206	Mfsd11
XP_006498190	Fubp3
XP_006498192	Fubp3
XP_006498193	Fubp3
XP_006498189	Fubp3
XP_006524492	Mslnl
XP_006524493	Mslnl
XP_006524491	Mslnl
XP_006515536	Gstz1
XP_006515537	Gstz1
XP_006516111	A230065H16Rik
XP_006516109	A230065H16Rik
XP_006516110	A230065H16Rik
XP_006542885	Gm7137
XP_006514413	Gm7137
XP_001477836	Gm7137
XP_011240922	Taf1d
XP_006510726	Taf1d
XP_011244631	Rfx2
XP_006505205	Snd1
XP_011244848	Plin4
XP_006524768	Plin4
XP_011244849	Plin4
XP_011244850	Plin4
XP_011244851	Plin4
XP_011244854	Plin4
XP_006535602	Gpr160
XP_006535600	Gpr160
XP_006511397	Clstn2
XP_006520423	Cacnb3
XP_006520425	Cacnb3
XP_006520422	Cacnb3
XP_006520424	Cacnb3
XP_006520426	Cacnb3
XP_006520427	Cacnb3
XP_006520428	Cacnb3
XP_006520429	Cacnb3
XP_006520430	Cacnb3
XP_011245021	Gpr108
XP_006507327	Ate1
XP_011239960	Ate1
XP_006507328	Ate1
XP_006521511	Cdpf1
XP_006521510	Cdpf1
XP_006527531	Cacul1
XP_006515684	Gm2042
XP_006517214	Ntrk2
XP_006517215	Ntrk2
XP_006517212	Ntrk2
XP_006510989	Stag1
XP_006510987	Stag1
XP_006510986	Stag1
XP_011240993	Stag1
XP_006510988	Stag1
XP_006510990	Stag1
XP_011241066	Snx22
XP_006508986	1700019B03Rik
XP_006508984	1700019B03Rik
XP_006511383	Scamp5
XP_011240693	Ddx6
XP_011240694	Ddx6
XP_006519781	Fbxo34
XP_006519773	Fbxo34
XP_006519775	Fbxo34
XP_006519785	Fbxo34
XP_011243531	Fbxo34
XP_006519786	Fbxo34
XP_006519780	Fbxo34
XP_006519782	Fbxo34
XP_006519776	Fbxo34
XP_006519777	Fbxo34
XP_006519783	Fbxo34
XP_006531861	Unc93b1
XP_006526489	8030462N17Rik
XP_006524901	Fam195a
XP_006521039	Dip2b
XP_011243931	Dip2b
XP_011243932	Dip2b
XP_011243933	Dip2b
XP_011243934	Dip2b
XP_011245299	Zfp397
XP_006526286	Zfp397
XP_011245298	Zfp397
XP_011243940	Csad
XP_011243944	Csad
XP_011243945	Csad
XP_006521064	Csad
XP_006521071	Csad
XP_006521063	Csad
XP_006521067	Csad
XP_011243942	Csad
XP_011243941	Csad
XP_006521062	Csad
XP_006521066	Csad
XP_011243943	Csad
XP_006531784	Npas4
XP_006531783	Npas4
XP_011246921	Npas4
XP_006528966	Luzp4
XP_006521606	Zfp623
XP_011243137	Gm21103
XP_011246469	Cux2
XP_011246470	Cux2
XP_011246471	Cux2
XP_011246475	Cux2
XP_011246477	Cux2
XP_011246472	Cux2
XP_006530220	Cux2
XP_011246466	Cux2
XP_011246467	Cux2
XP_011246468	Cux2
XP_011246473	Cux2
XP_011246474	Cux2
XP_011246476	Cux2
XP_011246478	Cux2
XP_011246479	Cux2
XP_011246480	Cux2
XP_011246481	Cux2
XP_011245139	Dtna
XP_011245133	Dtna
XP_011245134	Dtna
XP_006525679	Dtna
XP_011245132	Dtna
XP_011245135	Dtna
XP_011245140	Dtna
XP_006531108	Chst4
XP_006531107	Chst4
XP_006531106	Chst4
XP_011242189	Efr3b
XP_011242190	Efr3b
XP_006515226	Efr3b
XP_006517285	Cdc14b
XP_006517286	Cdc14b
XP_006517288	Cdc14b
XP_006517289	Cdc14b
XP_006517287	Cdc14b
XP_011242816	Cdc14b
XP_006517284	Cdc14b
XP_006523397	Park2
XP_006523398	Park2
XP_006523399	Park2
XP_006523402	Park2
XP_006523401	Park2
XP_006523403	Park2
XP_006516829	Cdk13
XP_006516830	Cdk13
XP_006512923	Tube1
XP_006512924	Tube1
XP_006526797	Mpeg1
XP_011241759	Fam19a2
XP_011248836	Zfp790
XP_011248834	Zfp790
XP_011248835	Zfp790
XP_006528725	Cldn34b1
XP_006532523	Etv4
XP_006532524	Etv4
XP_006532528	Etv4
XP_006532521	Etv4
XP_006532522	Etv4
XP_006532525	Etv4
XP_006532527	Etv4
XP_006521582	Dcstamp
XP_006515578	Mark3
XP_006515580	Mark3
XP_006515574	Mark3
XP_006515575	Mark3
XP_006515576	Mark3
XP_006515579	Mark3
XP_006515581	Mark3
XP_006515577	Mark3
XP_006535552	Trim55
XP_006535553	Trim55
XP_006539607	Fosb
XP_006539606	Fosb
XP_006528265	Xlr3b
XP_006529093	Xlr3b
XP_006528264	Xlr3b
XP_006537938	Haus6
XP_011248312	Haus6
XP_011248313	Haus6
XP_011241990	Ehbp1
XP_011241983	Ehbp1
XP_011241984	Ehbp1
XP_011241985	Ehbp1
XP_011241986	Ehbp1
XP_011241987	Ehbp1
XP_011241988	Ehbp1
XP_011241989	Ehbp1
XP_011241993	Ehbp1
XP_011241994	Ehbp1
XP_011241991	Ehbp1
XP_011241992	Ehbp1
XP_011241995	Ehbp1
XP_006509969	Snx19
XP_006536255	Dpysl4
XP_006536256	Dpysl4
XP_006514019	1700017N19Rik
XP_006514018	1700017N19Rik
XP_006531255	Nfat5
XP_006531257	Nfat5
XP_006531258	Nfat5
XP_011246749	Nfat5
XP_006531259	Nfat5
XP_006531260	Nfat5
XP_011246748	Nfat5
XP_006531254	Nfat5
XP_006531256	Nfat5
XP_006524592	Cdkl4
XP_006524590	Cdkl4
XP_011244823	Cdkl4
XP_006524589	Cdkl4
XP_006512091	Kif15
XP_011241255	Kif15
XP_006512092	Kif15
XP_006512093	Kif15
XP_006504619	Mcm7
XP_006504618	Mcm7
XP_006519697	Mss51
XP_006519698	Mss51
XP_006517791	Cenpk
XP_006515547	Hspa2
XP_006525549	Arap3
XP_006525550	Arap3
XP_006525551	Arap3
XP_006525553	Arap3
XP_006525554	Arap3
XP_006525555	Arap3
XP_011245101	Arap3
XP_006525552	Arap3
XP_006500431	Dnttip1
XP_006500871	Gm10681
XP_006501106	Gm10681
XP_006515709	Plekhh1
XP_006515708	Plekhh1
XP_006508290	Atg16l2
XP_011240218	Atg16l2
XP_011240219	Atg16l2
XP_011240220	Atg16l2
XP_006508291	Atg16l2
XP_006508293	Atg16l2
XP_006508294	Atg16l2
XP_006508289	Atg16l2
XP_006508288	Atg16l2
XP_006510763	Bcl9l
XP_006510768	Bcl9l
XP_006510766	Bcl9l
XP_006510764	Bcl9l
XP_006510765	Bcl9l
XP_006510767	Bcl9l
XP_011245120	Ctnna1
XP_006514650	Pold2
XP_006530871	Dcaf15
XP_011246638	Dcaf15
XP_011248921	Brsk1
XP_006516699	Trim38
XP_006516700	Trim38
XP_011242605	Trim38
XP_006508885	Pnpla6
XP_006508886	Pnpla6
XP_006508887	Pnpla6
XP_006508888	Pnpla6
XP_006508893	Pnpla6
XP_011240368	Pnpla6
XP_006508895	Pnpla6
XP_006508889	Pnpla6
XP_006508890	Pnpla6
XP_006508891	Pnpla6
XP_006508892	Pnpla6
XP_006508894	Pnpla6
XP_011248614	Wrap73
XP_006521300	Apol11a
XP_006521297	Apol11a
XP_006521298	Apol11a
XP_006521301	Apol11a
XP_006531392	Cmtm3
XP_006531390	Cmtm3
XP_006531389	Cmtm3
XP_006531391	Cmtm3
XP_011246603	Cyba
XP_006500203	Fam65c
XP_006500202	Fam65c
XP_006500201	Fam65c
XP_006500200	Fam65c
XP_011238852	Scmh1
XP_011238854	Scmh1
XP_006503212	Scmh1
XP_006503213	Scmh1
XP_011238853	Scmh1
XP_006515417	Tecpr2
XP_006515419	Tecpr2
XP_006515415	Tecpr2
XP_006515416	Tecpr2
XP_006515414	Tecpr2
XP_006501687	Nr1h5
XP_011238455	Nr1h5
XP_006501686	Nr1h5
XP_006501689	Nr1h5
XP_011237615	Kcnh7
XP_006498888	Kcnh7
XP_011237616	Kcnh7
XP_011237617	Kcnh7
XP_006503872	Slc4a1ap
XP_006503871	Slc4a1ap
XP_006503873	Slc4a1ap
XP_006503874	Slc4a1ap
XP_006511699	Dag1
XP_011245306	Ccdc178
XP_006526309	Ccdc178
XP_006514118	Dctn2
XP_006511497	Tln2
XP_006511496	Tln2
XP_011241113	Tln2
XP_006511501	Tln2
XP_011241114	Tln2
XP_011241115	Tln2
XP_006532883	Slc43a2
XP_006532884	Slc43a2
XP_006532886	Slc43a2
XP_006532887	Slc43a2
XP_006532888	Slc43a2
XP_006532882	Slc43a2
XP_006532885	Slc43a2
XP_006532889	Slc43a2
XP_006532890	Slc43a2
XP_011241236	Cx3cr1
XP_006517581	Arhgef28
XP_006530607	Enkd1
XP_006530606	Enkd1
XP_011243966	9330182O14Rik
XP_006520501	Fzd6
XP_011243756	Fzd6
XP_006520258	6030458C11Rik
XP_006540474	Clip3
XP_006540473	Clip3
XP_006516963	Tfap2a
XP_006516965	Tfap2a
XP_006516966	Tfap2a
XP_006540483	Rps9
XP_011246754	Pmfbp1
XP_011246755	Pmfbp1
XP_011246756	Pmfbp1
XP_011246757	Pmfbp1
XP_006531276	Pmfbp1
XP_011246758	Pmfbp1
XP_006531277	Pmfbp1
XP_006530943	Dync1li2
XP_006530944	Dync1li2
XP_006530945	Dync1li2
XP_011244671	Tsc2
XP_011244672	Tsc2
XP_011244675	Tsc2
XP_006524107	Tsc2
XP_011244666	Tsc2
XP_011244667	Tsc2
XP_011244669	Tsc2
XP_011244670	Tsc2
XP_006524103	Tsc2
XP_011244673	Tsc2
XP_011244674	Tsc2
XP_011244677	Tsc2
XP_006542822	Il11ra2
XP_006513091	Unc5b
XP_011241563	Unc5b
XP_006513063	Ttc41
XP_006513064	Ttc41
XP_006513065	Ttc41
XP_011241559	Ttc41
XP_006513059	Ttc41
XP_006513058	Ttc41
XP_006513060	Ttc41
XP_006513061	Ttc41
XP_006513062	Ttc41
XP_001472218	CT868723.1
XP_006527384	Lrrn4cl
XP_006501242	S100a5
XP_006501243	S100a5
XP_006501244	S100a5
XP_006513045	Slc6a15
XP_006513047	Slc6a15
XP_006513046	Slc6a15
XP_006513205	Neurod4
XP_011241116	Myo1e
XP_006520738	Larp4
XP_006509756	Unc13a
XP_006509755	Unc13a
XP_006511696	Rhoa
XP_006519521	Lrrc18
XP_006519520	Lrrc18
XP_006512940	Trmt11
XP_011241513	Trmt11
XP_006512943	Trmt11
XP_006514768	Abca13
XP_006525544	Smim3
XP_006525545	Smim3
XP_011245099	Smim3
XP_006516937	Nedd9
XP_011248755	Olfr5
XP_006496510	Ccl20
XP_006496511	Ccl20
XP_006527398	Fra10ac1
XP_006527397	Fra10ac1
XP_006509942	Alkbh8
XP_006509944	Alkbh8
XP_006509945	Alkbh8
XP_006509946	Alkbh8
XP_006509943	Alkbh8
XP_006528130	Xlr5c
XP_006528127	Xlr5c
XP_006528128	Xlr5c
XP_006528129	Xlr5c
XP_011244946	Wdr43
XP_006519419	Scel
XP_006519418	Scel
XP_011246630	Rad23a
XP_011246629	Rad23a
XP_011244577	Epb41l3
XP_011244578	Epb41l3
XP_011244579	Epb41l3
XP_011244580	Epb41l3
XP_011244581	Epb41l3
XP_011244583	Epb41l3
XP_011244585	Epb41l3
XP_011244589	Epb41l3
XP_011244590	Epb41l3
XP_011244592	Epb41l3
XP_011244588	Epb41l3
XP_011244575	Epb41l3
XP_011244582	Epb41l3
XP_011244584	Epb41l3
XP_011244586	Epb41l3
XP_006526091	Arhgef37
XP_006526090	Arhgef37
XP_011242456	Slc38a6
XP_006516181	Slc38a6
XP_006516182	Slc38a6
XP_006531402	Anapc10
XP_006531406	Anapc10
XP_006531403	Anapc10
XP_006513182	Amh
XP_006519190	Ccdc66
XP_006519193	Ccdc66
XP_006519194	Ccdc66
XP_006512552	Ppp1r14c
XP_011245164	Slc23a1
XP_011245165	Slc23a1
XP_011245166	Slc23a1
XP_006507258	Lmo1
XP_006508567	Nap1l4
XP_006508571	Nap1l4
XP_006508568	Nap1l4
XP_011240289	Nap1l4
XP_011240290	Nap1l4
XP_006508569	Nap1l4
XP_006508570	Nap1l4
XP_006503069	Efcab14
XP_006503068	Efcab14
XP_006509839	Mau2
XP_006510433	Ecsit
XP_011240840	Ecsit
XP_011240842	Ecsit
XP_006513705	Stac3
XP_006513703	Stac3
XP_011237637	Mdk
XP_006516627	Edaradd
XP_006531046	Zfp791
XP_011243001	Nln
XP_011243002	Nln
XP_011243003	Nln
XP_011243004	Nln
XP_006541050	Rcn3
XP_006541049	Rcn3
XP_006509948	Pdgfd
XP_006509238	Thsd1
XP_006509237	Thsd1
XP_006509236	Thsd1
XP_011240457	Thsd1
XP_006509240	Thsd1
XP_006509239	Thsd1
XP_006501771	Syt6
XP_006501769	Syt6
XP_006501770	Syt6
XP_006501767	Syt6
XP_006501768	Syt6
XP_006526356	Psma8
XP_006528787	BX294161.1
XP_006528784	BX294161.1
XP_006528786	BX294161.1
XP_006528785	BX294161.1
XP_006524799	Tmem8
XP_006524800	Tmem8
XP_006524801	Tmem8
XP_006526732	Sh3pxd2a
XP_006533913	Gsdma
XP_006524974	Prss41
XP_011244905	Prss41
XP_006509306	Snx25
XP_011240473	Snx25
XP_006509305	Snx25
XP_011237633	Matn4
XP_006527769	Efhc2
XP_006527768	Efhc2
XP_006527440	Hspa12a
XP_006527441	Hspa12a
XP_011245670	Hspa12a
XP_006527442	Hspa12a
XP_006533734	Nup85
XP_006533733	Nup85
XP_006531496	4931428F04Rik
XP_011241687	Pcnt
XP_006513416	Pcnt
XP_011241684	Pcnt
XP_011241685	Pcnt
XP_011241686	Pcnt
XP_006513411	Pcnt
XP_006530830	Nrp1
XP_006530829	Nrp1
XP_006526770	Incenp
XP_006526771	Incenp
XP_011245456	Incenp
XP_006526773	Incenp
XP_006526775	Incenp
XP_006506212	Abcg2
XP_011239664	Abcg2
XP_006506214	Abcg2
XP_006506213	Abcg2
XP_006506211	Abcg2
XP_006524985	Ptk7
XP_006524986	Ptk7
XP_006524987	Ptk7
XP_006510411	Olfr976
XP_006541219	Pih1d1
XP_011242120	Myt1l
XP_011242121	Myt1l
XP_011242122	Myt1l
XP_011242123	Myt1l
XP_011242124	Myt1l
XP_011242125	Myt1l
XP_011242126	Myt1l
XP_011242127	Myt1l
XP_011242128	Myt1l
XP_011242133	Myt1l
XP_011242134	Myt1l
XP_011242135	Myt1l
XP_011242136	Myt1l
XP_011242129	Myt1l
XP_011242130	Myt1l
XP_011242132	Myt1l
XP_011242137	Myt1l
XP_011242131	Myt1l
XP_006526192	Elp2
XP_006540234	Myadm
XP_006525176	Ston1
XP_006525174	Ston1
XP_006525175	Ston1
XP_011243509	Dis3
XP_006519664	Dis3
XP_006519665	Dis3
XP_006510587	Qtrt1
XP_006514040	Tmem19
XP_006514041	Tmem19
XP_006514039	Tmem19
XP_006514038	Tmem19
XP_006520571	Kifc2
XP_006520572	Kifc2
XP_006520573	Kifc2
XP_006520574	Kifc2
XP_006513397	Nedd1
XP_006535799	Adgrf3
XP_006535800	Adgrf3
XP_006496122	Ankar
XP_006496123	Ankar
XP_011236834	Ankar
XP_006524891	Narfl
XP_006524892	Narfl
XP_011245551	Tll2
XP_011248711	Wtip
XP_006507506	Ppfibp2
XP_006507507	Ppfibp2
XP_011239998	Ppfibp2
XP_006507508	Ppfibp2
XP_006507509	Ppfibp2
XP_006507515	Ppfibp2
XP_006507516	Ppfibp2
XP_006507517	Ppfibp2
XP_006507518	Ppfibp2
XP_006507520	Ppfibp2
XP_011243561	Gm6482
XP_006544774	Olfr251
XP_006511154	Snx33
XP_006512892	Gtf3c6
XP_006540476	Catsperg2
XP_011249038	Catsperg2
XP_011249039	Catsperg2
XP_011249040	Catsperg2
XP_006540477	Catsperg2
XP_006540479	Catsperg2
XP_011249041	Catsperg2
XP_006540480	Catsperg2
XP_006540475	Catsperg2
XP_006520408	Pnpla3
XP_006525788	Rock1
XP_006525046	Kremen2
XP_006525047	Kremen2
XP_006530167	Zfhx4
XP_006530168	Zfhx4
XP_006530169	Zfhx4
XP_006532786	Stat5b
XP_006527991	Gm44
